"Latitude","Longitude","Depth","SST","CHL","SGR","source"
38.413,5.215,"2000","13.2",NA,"0.077","HotMix"
38.413,5.215,"2861","13.36",NA,"0.266","HotMix"
38,2.266,"3","18.56","0.039","0.087","HotMix"
38,2.266,"25","18.53","0.024","0.09","HotMix"
38,2.266,"50","15","0.108","0.028","HotMix"
38,2.266,"60","14.75","0.054","0.029","HotMix"
38,2.266,"80","14.3","0.017","0.012","HotMix"
38,2.266,"100","13.95","0.265","0.004","HotMix"
38,2.266,"200","13.2",NA,"0.009","HotMix"
38,2.266,"400","13.3",NA,"0.002","HotMix"
38,2.266,"700","13.1",NA,"0.018","HotMix"
38,2.266,"1000","13.05",NA,"0.005","HotMix"
38,2.266,"1500","13.2",NA,"0.005","HotMix"
38,2.266,"2000","13.2",NA,"0.012","HotMix"
38,2.266,"2500","13.29",NA,"0.014","HotMix"
38,2.266,"2787","13.35",NA,"0.009","HotMix"
37.01,0,"3","18.45","0.076","0.123","HotMix"
37.01,0,"25","17.72","0.053","0.091","HotMix"
37.01,0,"55","13.91","0.235","0.033","HotMix"
37.01,0,"80","13.59","0.098","0.011","HotMix"
37.01,0,"100","13.43","0.151","0.005","HotMix"
37.01,0,"200","13.23",NA,"0.005","HotMix"
37.01,0,"400","13.31",NA,"0.012","HotMix"
37.01,0,"1000","13.08",NA,"0.012","HotMix"
37.01,0,"1500","13.13",NA,"0.003","HotMix"
37.01,0,"2000","13.2",NA,"0.006","HotMix"
37.01,0,"2500","13.3",NA,"0.007","HotMix"
36.015,-2.52499999999998,"3","18.7","0.021","0.164","HotMix"
36.015,-2.52499999999998,"25","18.2","0.058","0.141","HotMix"
36.015,-2.52499999999998,"50","15.6","0.208","0.035","HotMix"
36.015,-2.52499999999998,"75","14.3","0.266","0.035","HotMix"
36.015,-2.52499999999998,"100","13.6","0.025","0.014","HotMix"
36.015,-2.52499999999998,"150","13.4","0.008","0.04","HotMix"
36.015,-2.52499999999998,"200","13.3",NA,"0.016","HotMix"
36.015,-2.52499999999998,"400","13.23",NA,"0.01","HotMix"
36.015,-2.52499999999998,"600","13.16",NA,"0.008","HotMix"
36.015,-2.52499999999998,"1000","13.07",NA,"0.007","HotMix"
36.015,-2.52499999999998,"1353","13.1",NA,"0.02","HotMix"
35.986,-5.36700000000002,"3","18.24","0.204","0.057","HotMix"
35.986,-5.36700000000002,"12","16.1","0.089","0.019","HotMix"
35.986,-5.36700000000002,"50","14.39","0.021","0.097","HotMix"
35.986,-5.36700000000002,"75","13.93","0.042","0.125","HotMix"
35.986,-5.36700000000002,"100","13.9","0.033","0.609","HotMix"
35.986,-5.36700000000002,"200","13.39",NA,"0.013","HotMix"
35.986,-5.36700000000002,"350","13.22",NA,"0.074","HotMix"
35.986,-5.36700000000002,"550","13.23",NA,"0.011","HotMix"
35.986,-5.36700000000002,"866","13.08",NA,"0.149","HotMix"
36.017,-7.96699999999998,"3","18.92","0.03","0.023","HotMix"
36.017,-7.96699999999998,"25","18.92","0.038","0.034","HotMix"
36.017,-7.96699999999998,"50","17.01","0.042","0.021","HotMix"
36.017,-7.96699999999998,"75","16.12","0.17","0.011","HotMix"
36.017,-7.96699999999998,"90","15.84","0.084","0.006","HotMix"
36.017,-7.96699999999998,"110","15.46","0.029","0.002","HotMix"
36.017,-7.96699999999998,"550","11.35",NA,"0.007","HotMix"
36.017,-7.96699999999998,"800","10.5",NA,"0.006","HotMix"
36.017,-7.96699999999998,"1050","9.93",NA,"0.008","HotMix"
36.017,-7.96699999999998,"1447","8.44",NA,"0.005","HotMix"
35.386,-9.61500000000001,"3","18.7","0.032","0.065","HotMix"
35.386,-9.61500000000001,"25","18.7","0.049","0.064","HotMix"
35.386,-9.61500000000001,"50","16.9","0.056","0.042","HotMix"
35.386,-9.61500000000001,"75","17.4","0.139","0.031","HotMix"
35.386,-9.61500000000001,"90","16.4","0.12","0.017","HotMix"
35.386,-9.61500000000001,"110","15.9","0.074","0.018","HotMix"
35.386,-9.61500000000001,"200","14.7",NA,"0.007","HotMix"
35.386,-9.61500000000001,"550","11.6",NA,"0.012","HotMix"
35.386,-9.61500000000001,"880","10.6",NA,"0.118","HotMix"
35.386,-9.61500000000001,"1250","9.35",NA,"0.005","HotMix"
35.386,-9.61500000000001,"2500","2.52",NA,"0.005","HotMix"
35.386,-9.61500000000001,"3000","2.52",NA,"0.012","HotMix"
35.386,-9.61500000000001,"3518","2.83",NA,"0.009","HotMix"
34.584,-11.586,"3","19.08","0.015","0.063","HotMix"
34.584,-11.586,"25","19","0.024","0.06","HotMix"
34.584,-11.586,"50","18.9","0.039","0.064","HotMix"
34.584,-11.586,"70","17.22","0.092","0.029","HotMix"
34.584,-11.586,"85","17.07","0.224","0.018","HotMix"
34.584,-11.586,"110","17","0.237","0.009","HotMix"
34.584,-11.586,"200","16.7",NA,"0.018","HotMix"
34.584,-11.586,"550","10.85",NA,"0.009","HotMix"
34.584,-11.586,"750","10.85",NA,"0.002","HotMix"
34.584,-11.586,"1200","10.2",NA,"0.024","HotMix"
34.584,-11.586,"2000","3.51",NA,"0.085","HotMix"
34.584,-11.586,"3000","2.9",NA,"0.12","HotMix"
34.584,-11.586,"3800","2.5",NA,"0.076","HotMix"
34.584,-11.586,"4539","2.44",NA,"0.109","HotMix"
33.021,-12.241,"3","19.25","0.031","0.045","HotMix"
33.021,-12.241,"25","19.25","0.035","0.046","HotMix"
33.021,-12.241,"50","19.2","0.024","0.034","HotMix"
33.021,-12.241,"70","17.41","0.061","0.016","HotMix"
33.021,-12.241,"85","17.12","0.023","0.015","HotMix"
33.021,-12.241,"110","16.85","0.039","0.016","HotMix"
33.021,-12.241,"200","15.87",NA,"0.005","HotMix"
33.021,-12.241,"550","11.9",NA,"0.005","HotMix"
33.021,-12.241,"800","9.65",NA,"0.023","HotMix"
33.021,-12.241,"1200","9.42",NA,"0.115","HotMix"
33.021,-12.241,"2000","4.64",NA,"0.07","HotMix"
33.021,-12.241,"2500","3.44",NA,"0.052","HotMix"
33.021,-12.241,"3000","2.86",NA,"0.281","HotMix"
33.021,-12.241,"4082","2.39",NA,"0.129","HotMix"
31.25,-12.977,"3","19.1","0.037","0.012","HotMix"
31.25,-12.977,"25","19.1","0.053","0.044","HotMix"
31.25,-12.977,"50","18.7","0.162","0.017","HotMix"
31.25,-12.977,"70","17.8","0.137","0.074","HotMix"
31.25,-12.977,"85","17.7","0.098","0.012","HotMix"
31.25,-12.977,"110","17.5","0.037","0.22","HotMix"
31.25,-12.977,"200","16.7",NA,"0.013","HotMix"
31.25,-12.977,"550","9.95",NA,"0.008","HotMix"
31.25,-12.977,"800","8.79",NA,"0.002","HotMix"
31.25,-12.977,"1250","4.63",NA,"0.161","HotMix"
31.25,-12.977,"2000","4.63",NA,"0.009","HotMix"
31.25,-12.977,"2500","3.48",NA,"0.094","HotMix"
31.25,-12.977,"3209","2.7",NA,"0.252","HotMix"
-50.8,-65,"5","12","0.978","0.385","Latitud"
-50.8,-65,"50","10","0.095","0.234","Latitud"
-50,-64.5,"5","11.8","1.051","0.322","Latitud"
-49.2,-64,"5","12.8","1.296","0.912","Latitud"
-48.5,-63.4,"5","12.3","1.296","0.221","Latitud"
-47.8,-62.9,"5","12.5","1.216","0.388","Latitud"
-47,-62.4,"5","12.8","1.851","0.334","Latitud"
-47,-62.4,"30","12","1.253","0.333","Latitud"
-46.2,-61.8,"5","13.5","0.958","0.147","Latitud"
-46.2,-61.8,"33","12.5","0.817","0.233","Latitud"
-45.5,-61.3,"5","13.3","2.027","0.35","Latitud"
-45.5,-61.3,"42","12.4","0.746","0.439","Latitud"
-44.8,-60.8,"5","12.4","1.652","0.47","Latitud"
-44,-60.2,"5","12.4","2.26","0.379","Latitud"
-43.1,-59.7,"11","12.7","1.915","0.731","Latitud"
-42.5,-59.2,"5","12.9","1.545","0.262","Latitud"
-42.5,-59.2,"20","12.2","0.942","0.195","Latitud"
-42.5,-59.2,"31","12","0.673","0.212","Latitud"
-42.5,-59.2,"42","11.5","0.433","0.184","Latitud"
-42.5,-59.2,"50","8.4","0.259","0.404","Latitud"
-42.5,-59.2,"70","6.1","0.114","0.268","Latitud"
-41.9,-58.7,"5","14","1.104","0.847","Latitud"
-41.9,-58.7,"20","13.5","1.024","0.614","Latitud"
-41,-58.1,"5","13.5","1.325","0.476","Latitud"
-40.3,-57.4,"5","13.8","0.671","0.602","Latitud"
-39.5,-57,"5","16.2","0.191","0.427","Latitud"
-39.5,-57,"25","14.5",NA,"0.552","Latitud"
-38.7,-56.5,"5","15.4","1.143","0.778","Latitud"
-38.7,-56.5,"26","15.2","1.219","0.965","Latitud"
-38,-56,"5","15.5","1.835","1.026","Latitud"
-37.2,-55.4,"5","14.5","2.369","1.43","Latitud"
-36.5,-54.9,"5","17.7","1.611","1.544","Latitud"
-35.7,-50.1,"5","21.6","0.147","0.033","Latitud"
-35,-49.6,"5","21","0.255","0.019","Latitud"
-34.3,-48.9,"5","21.1","0.155","0.015","Latitud"
-34.3,-48.9,"64","20.4","0.563","0.288","Latitud"
-33.6,-48.3,"5","22","0.168","0.04","Latitud"
-33.6,-48.3,"68","20","0.356","0.034","Latitud"
-32.8,-47.6,"5","23.2","0.09","0.069","Latitud"
-31.9,-47,"5","23.3","0.143","0.068","Latitud"
-31.9,-47,"40","23.3","0.454","0.043","Latitud"
-31.9,-47,"100","19.3","0.312","0.061","Latitud"
-31.9,-47,"110","18.4","0.176","0.108","Latitud"
-31.9,-47,"150","17.6","0.165","0.024","Latitud"
-31.9,-47,"200","17.3","0.048","0.034","Latitud"
-31.3,-46.3,"5","22","0.06","0.044","Latitud"
-31.3,-46.3,"83","19.5","0.46","0.176","Latitud"
-30.5,-45.7,"5","24.1","0.114","0.038","Latitud"
-29.8,-45.1,"5","25","0.09","0.029","Latitud"
-29.4,-44.8,"5","25","0.073","0.403","Latitud"
-29.4,-44.8,"108","19.3","0.228","0.084","Latitud"
-28.4,-43.9,"5","26.1","0.044","0.033","Latitud"
-28.4,-43.9,"103","19.7","0.308","0.036","Latitud"
-27.5,-43.2,"5","25.7","0.084","0.109","Latitud"
-27.5,-43.2,"40","22.9","0.084","0.042","Latitud"
-27.5,-43.2,"85","19.7","0.383","0.042","Latitud"
-27.5,-43.2,"103","18.8","0.437","0.05","Latitud"
-27.5,-43.2,"120","17.9","0.186","0.055","Latitud"
-27.5,-43.2,"160","16.2","0.047","0.12","Latitud"
-26.7,-42.6,"5","27.2","0.127","0.023","Latitud"
-26,-42,"5","27.2","0.233","0.023","Latitud"
-26,-42,"100","23.3","0.365","0.036","Latitud"
-25.3,-39.1,"5","26","0.153","0.063","Latitud"
-25.3,-39.1,"93","21","0.226","0.322","Latitud"
-24.5,-38.4,"5","28.3","0.082","0.236","Latitud"
-23.7,-37.8,"5","27.6","0.186","0.133","Latitud"
-23.1,-36.3,"5","28.1","0.089","0.294","Latitud"
-23.1,-36.3,"108","23.5","0.162","0.342","Latitud"
-21.8,-35.5,"5","27.2","0.116","0.04","Latitud"
-21.8,-35.5,"35","28.4","0.138","0.057","Latitud"
-21.8,-35.5,"55","27.3","0.202","0.035","Latitud"
-21.8,-35.5,"75","24.6","0.159","0.037","Latitud"
-21.8,-35.5,"110","22.6","0.213","0.103","Latitud"
-21.8,-35.5,"160","22.1","0.114","0.189","Latitud"
-20,-34,"5","28.6","0.149","0.029","Latitud"
-20,-34,"112","23.2","0.185","0.067","Latitud"
-19.2,-32,"5","28.9","0.063","0.018","Latitud"
-18.5,-30.5,"5","28.7","0.724","0.03","Latitud"
-18.5,-30.5,"130","23.2","0.233","0.048","Latitud"
-17.8,-29,"5","28.5","0.181","0.066","Latitud"
-17.8,-29,"160","23.4","0.138","0.067","Latitud"
-17,-29,"5","28.3","0.41","0.039","Latitud"
-15.5,-29,"5","28.1","0.031","0.048","Latitud"
-15.5,-29,"160","23.5","0.224","0.36","Latitud"
-14.7,-29,"5","28.1","0.043","0.041","Latitud"
-14,-28.9,"5","28.2","0.033","0.098","Latitud"
-12.5,-29,"5","28","0.059","0.044","Latitud"
-12.5,-29,"140","23.5","0.246","0.04","Latitud"
-11.7,-29,"5","28.2","0.046","0.278","Latitud"
-11.7,-29,"130","22.4","0.088","0.046","Latitud"
-11,-28.5,"5","28.4","0.026","0.041","Latitud"
-9.1,-29,"5","28.4","0.017","0.116","Latitud"
-9.1,-29,"133","19","0.302","0.108","Latitud"
-6.5,-29,"5","28.7","0.093","0.019","Latitud"
-6.5,-29,"115","22.4","0.471","0.036","Latitud"
-5.7,-29,"5","29.2","0.049","0.043","Latitud"
-5.7,-29,"30","28.9","0.046","0.048","Latitud"
-5.7,-29,"60","27.5","0.06","0.08","Latitud"
-5.7,-29,"90","22.8","0.191","0.064","Latitud"
-5.7,-29,"110","20","0.181","0.038","Latitud"
-5.7,-29,"150","14","0.084","0.126","Latitud"
-2.8,-29,"5","29","0.069","0.056","Latitud"
-2.8,-29,"70","20.5","0.84","0.046","Latitud"
2,-29,"5","27.8","0.09","0.031","Latitud"
3.4,-29,"5","27.8","0.22","0.078","Latitud"
3.4,-29,"50","22.8","0.876","0.126","Latitud"
4.2,-29,"5","27.8","0.159","0.207","Latitud"
7.1,-29,"5","26.7","0.089","0.321","Latitud"
7.1,-29,"73","24.2","0.718","1.346","Latitud"
9.5,-29,"5","25.8","0.172","0.346","Latitud"
10.3,-29,"39","20.4","0.973","0.41","Latitud"
13.2,-29,"5","24.2","0.149","0.492","Latitud"
13.2,-29,"68","21.5","0.707","0.517","Latitud"
14,-29,"5","24.2","0.149","0.413","Latitud"
14,-29,"80","22","0.513","0.511","Latitud"
16.3,-29,"5","25.2","0.118","0.752","Latitud"
16.3,-29,"90","21.8","0.603","0.354","Latitud"
17,-29,"7","23.1","0.216","0.242","Latitud"
17,-29,"88","20","0.52","0.668","Latitud"
20,-29,"30","22.4","0.169","1.08","Latitud"
20,-29,"60","21.5","0.331","1.245","Latitud"
20,-29,"94","20.1","0.187","1.167","Latitud"
20,-29,"120","19.2","0.492","0.353","Latitud"
20,-29,"200","17.8","0.093","0.586","Latitud"
23.8,-29,"5","21.8","0.035","0.483","Latitud"
23.8,-29,"105","20.4","0.334","0.614","Latitud"
24.5,-29,"5","22.2","0.108","0.061","Latitud"
24.5,-29,"127","21","0.366","0.074","Latitud"
27.5,-29,"5","21.2","0.022","0.163","Latitud"
27.5,-29,"115","20.4","0.5","0.348","Latitud"
28,-29,"5","21.1","0.073","0.057","Latitud"
28,-29,"114","20.1","0.463","0.016","Latitud"
27.21,NA,"5","24.5","0.092","0.006","Latitud"
27.21,NA,"30","23.7","0.133","0.008","Latitud"
27.21,NA,"50","23.2","0.133","0.002","Latitud"
27.21,NA,"80","22.5","0.216","0.007","Latitud"
27.21,NA,"100","20.7","0.228","0.013","Latitud"
27.21,NA,"125","18.8","0.057","0.012","Latitud"
26.76,NA,"5","23.8","0.034","0.004","Latitud"
26.76,NA,"20","23.8","0.048","0.032","Latitud"
26.76,NA,"30","23.8","0.098","0.01","Latitud"
26.76,NA,"90","22.8","0.204","0.005","Latitud"
26.76,NA,"125","20.6","0.169","0.007","Latitud"
26.76,NA,"150","19","0.046","0.019","Latitud"
25.17,NA,"5","24","0.092","0.016","Latitud"
25.17,NA,"30","23.5","0.228","0.012","Latitud"
25.17,NA,"50","21.9","0.169","0.007","Latitud"
25.17,NA,"85","19.7","0.252","0.015","Latitud"
25.17,NA,"100","19.2","0.157","0.017","Latitud"
25.17,NA,"125","18.4","0.034","0.025","Latitud"
24.15,NA,"5","24.4","0.041","0.014","Latitud"
24.15,NA,"30","23.7","0.127","0.07","Latitud"
24.15,NA,"50","21.5","0.216","0.064","Latitud"
24.15,NA,"85","19.6","0.169","0.026","Latitud"
24.15,NA,"90","19.1",NA,"0.008","Latitud"
24.15,NA,"100","18.8","0.06","0.03","Latitud"
22.25,NA,"5","21.4","0.346","0.042","Latitud"
22.25,NA,"15","20.8","0.394","0.076","Latitud"
22.25,NA,"25","20.5","0.607","0.045","Latitud"
22.25,NA,"40","18.8","0.157","0.046","Latitud"
22.25,NA,"60","18.2","0.133","0.019","Latitud"
22.25,NA,"100","16.8","0.057","0.004","Latitud"
21.54,NA,"5","21.7","2.042","0.036","Latitud"
21.54,NA,"10","21","2.435","0.056","Latitud"
21.54,NA,"30","18.5","0.275","0.095","Latitud"
21.54,NA,"50","18.1","0.086","0.018","Latitud"
21.54,NA,"70","18.1","0.036","0.067","Latitud"
21.54,NA,"100","17.4","0.034","0.173","Latitud"
19.83,NA,"5","24.4","0.228","0.129","Latitud"
19.83,NA,"25","21.5","0.583","0.18","Latitud"
19.83,NA,"35","19.7","0.512","0.123","Latitud"
19.83,NA,"60","17.2","0.151","0.074","Latitud"
19.83,NA,"70","15","0.053","0.184","Latitud"
19.83,NA,"100","14.3","0.031","0.017","Latitud"
19.16,NA,"5","26.4","0.121","1.152","Latitud"
19.16,NA,"20","26.4","0.163","0.639","Latitud"
19.16,NA,"30","25.5","0.488","0.156","Latitud"
19.16,NA,"40","16.3","1.91","0.276","Latitud"
19.16,NA,"50","15.9","0.678","0.173","Latitud"
19.16,NA,"75","15.5","0.323","0.104","Latitud"
17.42,NA,"5","27.7","0.157","0.503","Latitud"
17.42,NA,"10","27.8","0.169","0.31","Latitud"
17.42,NA,"20","27.8","0.133","0.147","Latitud"
17.42,NA,"55","20.4","0.252","0.12","Latitud"
17.42,NA,"100","15.3","0.038","0.235","Latitud"
17.42,NA,"150","13.4","0.024","0.42","Latitud"
16.75,NA,"5","26.7","0.24","0.698","Latitud"
16.75,NA,"20","24.7","0.926","0.295","Latitud"
16.75,NA,"40","19.2","0.394","0.061","Latitud"
16.75,NA,"50","18.1","0.204","0.177","Latitud"
16.75,NA,"70","15.9","0.151","0.281","Latitud"
16.75,NA,"100","14.3","0.062","0.262","Latitud"
14.76,NA,"5","28.7","0.234","0.358","Latitud"
14.76,NA,"20","27.4","0.252","0.173","Latitud"
14.76,NA,"40","19.4","0.417","0.085","Latitud"
14.76,NA,"50","17.8","0.394","0.159","Latitud"
14.76,NA,"70","16.4","0.275","0.126","Latitud"
14.76,NA,"100","14.7","0.109","0.118","Latitud"
14,NA,"5","28.9","0.417","0.391","Latitud"
14,NA,"10","28.9","0.252","0.227","Latitud"
14,NA,"20","26.9","0.222","0.042","Latitud"
14,NA,"45","18.6","0.583","0.041","Latitud"
14,NA,"80","15.6","0.109","0.565","Latitud"
14,NA,"100","14.5","0.035","0.97","Latitud"
13.24,NA,"5","29.1","0.092","1.005","Latitud"
13.24,NA,"20","26","0.252","0.093","Latitud"
13.24,NA,"40","17.4","1.386","0.142","Latitud"
13.24,NA,"50","15.9",NA,"0.159","Latitud"
13.24,NA,"70","14.6","0.299","0.041","Latitud"
13.24,NA,"100","13.7","0.074","0.101","Latitud"
11.31,NA,"5","28.9","0.228","0.976","Latitud"
11.31,NA,"20","26.6","0.204","0.217","Latitud"
11.31,NA,"40","19.8","0.559","0.448","Latitud"
11.31,NA,"50","16.8","0.358","0.211","Latitud"
11.31,NA,"70","15.4","0.133","0.29","Latitud"
11.31,NA,"100","14.6","0.046","0.193","Latitud"
10.29,NA,"5","29","0.405","1.273","Latitud"
10.29,NA,"10","29","0.37","0.687","Latitud"
10.29,NA,"40","26.6","0.559","0.637","Latitud"
10.29,NA,"60","24.2","0.82","0.437","Latitud"
10.29,NA,"80","20.4","0.716","0.19","Latitud"
10.29,NA,"100","16.9","0.192","0.423","Latitud"
7.77,NA,"5","28.6","0.163","0.802","Latitud"
7.77,NA,"20","28.6","0.133","0.869","Latitud"
7.77,NA,"40","27","0.263","0.173","Latitud"
7.77,NA,"65","19.5","0.346","0.2","Latitud"
7.77,NA,"80","17.1","0.186","0.252","Latitud"
7.77,NA,"100","15.2","0.121","0.223","Latitud"
6.63,NA,"5","28.6","0.228","1.913","Latitud"
6.63,NA,"20","28.6","0.18","1.11","Latitud"
6.63,NA,"40","23.6","0.323","0.881","Latitud"
6.63,NA,"55","22","0.512","1.044","Latitud"
6.63,NA,"80","17.6","0.512","1.549","Latitud"
6.63,NA,"100","16.4","0.275","0.566","Latitud"
4.2,NA,"5","28.2","0.098","0.209","Latitud"
4.2,NA,"20","28.4","0.121","0.056","Latitud"
4.2,NA,"40","28.1","0.157","0.163","Latitud"
4.2,NA,"70","23.9","0.328","1.136","Latitud"
4.2,NA,"90","17.1","0.151","1.61","Latitud"
4.2,NA,"125","15","0.03","0.42","Latitud"
4.08,NA,"5","28","0.115","0.649","Latitud"
4.08,NA,"20","27.8","0.133","0.276","Latitud"
4.08,NA,"40","27.6","0.252","0.661","Latitud"
4.08,NA,"65","23.5","0.465","0.954","Latitud"
4.08,NA,"90","17.1","0.24","0.474","Latitud"
4.08,NA,"125","15.2","0.127","1.367","Latitud"
0.95,NA,"5","28.1","0.133","0.548","Latitud"
0.95,NA,"20","26.4","0.121","0.82","Latitud"
0.95,NA,"40","26.3","0.275","0.944","Latitud"
0.95,NA,"65","24.8","0.713","0.87","Latitud"
0.95,NA,"90","23.2","0.417","1.717","Latitud"
0.95,NA,"115","14.5","0.055","0.879","Latitud"
-0.07,NA,"5","26.5","0.192","0.725","Latitud"
-0.07,NA,"30","26.3","0.346","0.455","Latitud"
-0.07,NA,"55","25.9","0.725","0.289","Latitud"
-0.07,NA,"70","24.9","0.465","0.364","Latitud"
-0.07,NA,"100","18.3","0.18","0.4","Latitud"
NA,NA,"5","26.4",NA,"0.833","Latitud"
NA,NA,"30","26.3",NA,"0.251","Latitud"
NA,NA,"55","25.3",NA,"0.461","Latitud"
NA,NA,"70","25.1",NA,"0.054","Latitud"
NA,NA,"100","18.9",NA,"0.212","Latitud"
NA,NA,"5",NA,NA,"0.508","Latitud"
NA,NA,"30",NA,NA,"0.227","Latitud"
NA,NA,"55",NA,NA,"0.567","Latitud"
NA,NA,"70",NA,NA,"0.131","Latitud"
NA,NA,"100",NA,NA,"0.075","Latitud"
NA,NA,"5","26.3",NA,"0.556","Latitud"
NA,NA,"30","26.3",NA,"0.27","Latitud"
NA,NA,"55","25.7",NA,"0.328","Latitud"
NA,NA,"85","21.4",NA,"0.234","Latitud"
NA,NA,"100","17.6",NA,"0.066","Latitud"
NA,NA,"5","26.3","0.133","0.701","Latitud"
NA,NA,"30","26.2","0.24","0.195","Latitud"
NA,NA,"55","25.6","0.37","0.208","Latitud"
NA,NA,"70","25","0.252","0.142","Latitud"
NA,NA,"100","18.9","0.06","0.114","Latitud"
NA,NA,"5","26.4",NA,"0.256","Latitud"
NA,NA,"30","26.3",NA,"0.16","Latitud"
NA,NA,"55","25.6",NA,"0.201","Latitud"
NA,NA,"70","24.9",NA,"0.318","Latitud"
NA,NA,"100","19",NA,"0.123","Latitud"
NA,NA,"5","26.4","0.158","0.374","Latitud"
NA,NA,"30","26.3","0.253","0.483","Latitud"
NA,NA,"55","25.6","0.53","0.482","Latitud"
NA,NA,"70","25","0.495","0.484","Latitud"
NA,NA,"100","19","0.21","0.289","Latitud"
-5.72,NA,"5","26","0.081","0.109","Latitud"
-5.72,NA,"40","26","0.089","0.037","Latitud"
-5.72,NA,"80","25.1","0.253","0.07","Latitud"
-5.72,NA,"105","21.8","0.305","0.106","Latitud"
-5.72,NA,"125","18","0.158","0.082","Latitud"
-5.72,NA,"150","13.9","0.037","0.111","Latitud"
-6.58,NA,"5","26.1","0.085","0.043","Latitud"
-6.58,NA,"40","26","0.158","0.11","Latitud"
-6.58,NA,"80","25.8","0.374","0.185","Latitud"
-6.58,NA,"100","24.1","0.426","0.187","Latitud"
-6.58,NA,"125","20","0.184","0.394","Latitud"
-6.58,NA,"150","16.1","0.044","0.292","Latitud"
-8.8,NA,"5","26","0.044","0.088","Latitud"
-8.8,NA,"40","26","0.036","0.098","Latitud"
-8.8,NA,"80","25.6","0.12","0.04","Latitud"
-8.8,NA,"105","22.2","0.288","0.02","Latitud"
-8.8,NA,"125","20.6","0.236","0.015","Latitud"
-8.8,NA,"150","18.2","0.089","0.052","Latitud"
-9.75,NA,"5","25.8","0.072","0.303","Latitud"
-9.75,NA,"45","25.8","0.039","0.235","Latitud"
-9.75,NA,"110","23.2","0.271","0.144","Latitud"
-9.75,NA,"130","21.7","0.158","0.535","Latitud"
-9.75,NA,"150","18.9","0.193","0.74","Latitud"
-11.99,NA,"5","25.3","0.016","0.105","Latitud"
-11.99,NA,"30","25.3","0.031","0.174","Latitud"
-11.99,NA,"60","24.6","0.042","0.164","Latitud"
-11.99,NA,"110","23.5","0.171","0.229","Latitud"
-11.99,NA,"130","22.7","0.305","0.111","Latitud"
-11.99,NA,"150","21","0.115","0.305","Latitud"
-12.77,NA,"5","25.4","0.027","0.35","Latitud"
-12.77,NA,"40","25.3","0.022","0.033","Latitud"
-12.77,NA,"100","24.2","0.072","0.056","Latitud"
-12.77,NA,"130","24.2","0.12","0.052","Latitud"
-12.77,NA,"160","22.7","0.21","0.041","Latitud"
-12.77,NA,"175","21","0.115","0.05","Latitud"
-14.98,NA,"5","25.3","0.024","0.049","Latitud"
-14.98,NA,"60","25","0.063","0.051","Latitud"
-14.98,NA,"90","24.6","0.072","0.03","Latitud"
-14.98,NA,"125","23.9","0.163","0.046","Latitud"
-14.98,NA,"150","23.1","0.167","0.118","Latitud"
-14.98,NA,"175","21.1","0.115","0.181","Latitud"
-15.69,NA,"5","25.4","0.031","0.282","Latitud"
-15.69,NA,"50","25.3","0.027","0.22","Latitud"
-15.69,NA,"95","24","0.055","0.346","Latitud"
-15.69,NA,"135","23.7","0.184","0.44","Latitud"
-15.69,NA,"175","23","0.163","0.431","Latitud"
-15.69,NA,"200","20.5","0.098","0.398","Latitud"
-17.9,NA,"5","25","0.037","0.236","Latitud"
-17.9,NA,"35","25","0.027","0.114","Latitud"
-17.9,NA,"60","25","0.041","0.063","Latitud"
-17.9,NA,"125","24","0.128","0.141","Latitud"
-17.9,NA,"180","22.5","0.167","0.123","Latitud"
-17.9,NA,"200","20.7","0.098","0.097","Latitud"
-18.78,NA,"5","24.9","0.024","0.14","Latitud"
-18.78,NA,"35","24.8","0.025","0.087","Latitud"
-18.78,NA,"110","23.6","0.089","0.102","Latitud"
-18.78,NA,"130","23.3","0.107","0.147","Latitud"
-18.78,NA,"165","20.7","0.158","0.143","Latitud"
-18.78,NA,"180","19.4","0.098","0.05","Latitud"
-20.8,NA,"5","24.9","0.036","0.142","Latitud"
-20.8,NA,"60","24.3","0.068","0.099","Latitud"
-20.8,NA,"85","24.1","0.098","0.571","Latitud"
-20.8,NA,"130","23.7","0.21","0.18","Latitud"
-20.8,NA,"160","21.9","0.193","0.118","Latitud"
-20.8,NA,"175","21","0.128","0.134","Latitud"
-21.65,NA,"5","25.2","0.033","1.067","Latitud"
-21.65,NA,"35","25.2","0.059","0.261","Latitud"
-21.65,NA,"80","24.3","0.12","0.296","Latitud"
-21.65,NA,"105","24.2","0.184","0.28","Latitud"
-21.65,NA,"130","23.2","0.193","0.651","Latitud"
-21.65,NA,"150","22.3","0.141","0.349","Latitud"
-23.45,NA,"5","23.7","0.063","0.147","Latitud"
-23.45,NA,"30","23.8","0.037","0.131","Latitud"
-23.45,NA,"60","23.2","0.063","0.11","Latitud"
-23.45,NA,"85","23","0.111","0.21","Latitud"
-23.45,NA,"110","22.1","0.232","0.184","Latitud"
-23.45,NA,"150","20.2","0.098","0.095","Latitud"
-24.27,NA,"5","24","0.044","0.215","Latitud"
-24.27,NA,"60","22.3","0.059","0.111","Latitud"
-24.27,NA,"90","21.9","0.102","0.256","Latitud"
-24.27,NA,"150","20.6","0.271","0.153","Latitud"
-24.27,NA,"5",NA,NA,"0.217","Latitud"
-24.27,NA,"60",NA,NA,"0.061","Latitud"
-24.27,NA,"90",NA,NA,"0.212","Latitud"
